ZOMET_IRONI,SEMEL_YISHUV,total_rows,total_accidents,fatal_accidents,severe_accidents,light_accidents,PK_TEUNA_FIKT,risk_score,CITY_NAME_EN
240001,1200,2,1,0,0,2,2023033506,2,MODI'IN-MAKKABBIM-RE
240001,7600,4,1,0,0,4,2023083567,4,AKKO
240022,6400,10,1,0,0,10,2023022012,12,HERZELIYYA
240032,7400,2,1,0,0,2,2023087371,2,NETANYA
240041,469,3,1,3,0,0,2023087054,9,QIRYAT EQRON
240086,469,1,1,0,1,0,2023030839,2,QIRYAT EQRON
240099,469,2,1,0,0,2,2023060200,2,QIRYAT EQRON
240101,469,2,1,0,2,0,2023021027,4,QIRYAT EQRON
240513,3000,2,1,0,0,2,2023050387,2,JERUSALEM
250001,195,2,1,0,0,2,2023030780,2,QADIMA-ZORAN
250001,246,2,1,0,0,2,2023022182,2,NETIVOT
250001,666,3,1,0,0,3,2023054368,3,OMER
250005,6800,2,1,0,2,0,2023074786,4,QIRYAT ATTA
250005,7300,4,1,0,0,4,2023017840,4,NAZARETH
250021,7400,2,1,0,0,2,2023021836,2,NETANYA
250031,7400,2,1,0,0,2,2023016515,2,NETANYA
250032,6200,3,1,0,0,3,2023016385,3,BAT YAM
250161,3000,2,1,0,0,2,2023051177,2,JERUSALEM
250235,3000,2,1,0,0,2,2023021880,2,JERUSALEM
250412,4000,2,1,0,0,2,2023012538,2,HAIFA
250534,3000,3,1,0,0,3,2023014553,3,JERUSALEM
250612,5000,3,1,0,0,3,2023091389,3,TEL AVIV - YAFO
260006,9100,2,1,0,0,2,2023043795,2,NAHARIYYA
260021,7400,2,1,0,0,2,2023090593,2,NETANYA
260052,6600,2,1,0,0,2,2023028449,2,HOLON
260058,182,2,1,0,0,2,2023070568,2,EVEN YEHUDA
260214,3000,2,1,0,0,2,2023025916,2,JERUSALEM
260215,8600,2,1,0,0,2,2023046922,2,RAMAT GAN
270001,1031,1,1,0,1,0,2023027125,2,SEDEROT
270001,1200,6,1,0,0,6,2023031090,8,MODI'IN-MAKKABBIM-RE
270001,2550,3,1,0,0,3,2023089310,3,GEDERA
270002,9200,2,1,0,0,2,2023046865,2,BET SHE'AN
270005,6800,2,1,0,0,2,2023075073,2,QIRYAT ATTA
270014,195,2,1,0,0,2,2023050308,2,QADIMA-ZORAN
280001,1031,5,1,0,0,5,2023079593,5,SEDEROT
280002,2800,5,1,0,0,5,2023020349,5,QIRYAT SHEMONA
280007,6900,2,1,0,0,2,2023074097,2,KEFAR SAVA
280008,6500,2,1,0,0,2,2023059360,2,HADERA
280009,1139,2,1,0,0,2,2023069506,2,KARMI'EL
280035,7400,2,1,0,0,2,2023053542,2,NETANYA
280153,9300,2,1,0,0,2,2023003493,2,ZIKHRON YA'AQOV
290003,1034,2,1,0,0,2,2023097660,2,QIRYAT MAL'AKHI
290113,4000,2,1,0,0,2,2023077840,2,HAIFA
290616,4000,3,1,0,0,3,2023084250,3,HAIFA
300001,1200,2,1,0,0,2,2023033281,2,MODI'IN-MAKKABBIM-RE
300033,7400,2,1,0,0,2,2023099193,2,NETANYA
300052,7900,3,1,0,3,0,2023026218,6,PETAH TIQWA
300121,4000,2,1,0,2,0,2023009868,4,HAIFA
310005,6500,2,1,0,0,2,2023057646,2,HADERA
310006,6800,2,1,2,0,0,2023018356,6,QIRYAT ATTA
310052,195,3,1,0,0,3,2023095951,3,QADIMA-ZORAN
310052,7900,3,1,0,0,3,2023089115,3,PETAH TIQWA
310177,195,2,1,0,2,0,2023037603,4,QADIMA-ZORAN
310231,3000,2,1,0,2,0,2023086435,4,JERUSALEM
320001,166,4,1,0,0,4,2023093071,4,GAN YAVNE
320006,7600,2,1,0,0,2,2023042491,2,AKKO
320007,6500,2,1,0,0,2,2023081142,2,HADERA
320012,9000,3,1,0,0,3,2023064628,3,BE'ER SHEVA
330006,9100,2,1,0,0,2,2023013571,2,NAHARIYYA
330042,6600,3,1,0,3,0,2023044860,6,HOLON
330062,6600,2,1,0,0,2,2023097186,2,HOLON
340001,1020,4,1,0,0,4,2023053857,4,OR AQIVA
340002,1139,3,1,0,0,3,2023057930,3,KARMI'EL
340042,6100,2,1,0,0,2,2023020595,2,BENE BERAQ
340062,9000,4,1,0,0,4,2023032338,4,BE'ER SHEVA
340131,4000,2,1,0,2,0,2023062405,4,HAIFA
350001,6700,1,1,0,1,0,2023052423,2,TIBERIAS
350002,8200,2,1,0,2,0,2023040272,4,QIRYAT MOTZKIN
350003,1034,2,1,0,0,2,2023070200,2,QIRYAT MAL'AKHI
350005,6900,2,1,0,0,2,2023093185,2,KEFAR SAVA
350043,6100,2,1,0,2,0,2023088040,4,BENE BERAQ
360001,1200,2,1,0,2,0,2023006403,4,MODI'IN-MAKKABBIM-RE
360042,6600,2,1,0,0,2,2023084651,2,HOLON
370002,1139,4,1,0,0,4,2023078039,4,KARMI'EL
370003,2640,3,1,0,0,3,2023080206,3,ROSH HAAYIN
370004,2650,1,1,0,0,1,2023071265,1,RAMAT HASHARON
380042,6600,2,1,0,2,0,2023094609,4,HOLON
380062,9000,6,1,0,0,6,2023051587,8,BE'ER SHEVA
380231,8600,2,1,0,0,2,2023036470,2,RAMAT GAN
380533,3000,2,1,0,0,2,2023067127,2,JERUSALEM
390004,6500,3,1,0,0,3,2023071474,3,HADERA
390042,6300,2,1,0,0,2,2023047054,2,GIV'ATAYIM
390225,8600,2,1,0,0,2,2023062940,2,RAMAT GAN
410001,166,2,1,0,0,2,2023004929,2,GAN YAVNE
410001,7200,3,1,0,0,3,2023021925,3,NES ZIYYONA
410009,6400,2,1,0,0,2,2023055592,2,HERZELIYYA
410062,9000,2,1,0,0,2,2023044272,2,BE'ER SHEVA
430003,2100,2,1,0,0,2,2023084292,2,TIRAT KARMEL
430044,1015,2,1,0,0,2,2023018740,2,MEVASSERET ZIYYON
430061,166,2,1,0,0,2,2023019333,2,GAN YAVNE
430092,166,4,1,0,0,4,2023054763,4,GAN YAVNE
430122,1015,2,1,0,0,2,2023043242,2,MEVASSERET ZIYYON
430176,166,2,1,0,0,2,2023006319,2,GAN YAVNE
440022,9000,2,1,0,0,2,2023024367,2,BE'ER SHEVA
450001,2500,4,1,0,0,4,2023060281,4,NESHER
450007,6900,3,1,3,0,0,2023092172,9,KEFAR SAVA
450051,7400,2,1,0,0,2,2023033574,2,NETANYA
460001,31,2,1,0,0,2,2023094625,2,OFAQIM
460004,9700,2,1,0,0,2,2023041735,2,HOD HASHARON
480001,1031,2,1,0,0,2,2023033368,2,SEDEROT
480009,1139,2,1,0,0,2,2023057170,2,KARMI'EL
480209,2550,3,1,0,0,3,2023089695,3,GEDERA
480724,5000,2,1,0,0,2,2023046972,2,TEL AVIV - YAFO
490001,229,2,1,0,0,2,2023082098,2,GANNE TIQWA
500006,9100,4,1,0,0,4,2023036611,4,NAHARIYYA
500050,2560,2,1,0,2,0,2023057277,4,ARAD
510001,874,2,1,0,0,2,2023093256,2,MIGDAL HAEMEQ
510022,7400,2,1,2,0,0,2023061290,6,NETANYA
520003,2640,2,1,0,0,2,2023081080,2,ROSH HAAYIN
530215,5000,3,1,0,0,3,2023068934,3,TEL AVIV - YAFO
540005,6800,2,1,0,0,2,2023087448,2,QIRYAT ATTA
540007,8300,2,1,0,0,2,2023041902,2,RISHON LEZIYYON
550001,8700,2,1,0,0,2,2023022456,2,RA'ANANA
550007,6400,2,1,0,0,2,2023047245,2,HERZELIYYA
550225,5000,2,1,0,0,2,2023001265,2,TEL AVIV - YAFO
560053,7900,2,1,0,0,2,2023017324,2,PETAH TIQWA
570001,229,2,1,0,0,2,2023036173,2,GANNE TIQWA
570001,681,1,1,0,0,1,2023017619,1,GIV'AT SHEMU'EL
570001,8700,2,1,0,0,2,2023060239,2,RA'ANANA
570002,7100,2,1,0,0,2,2023012020,2,ASHQELON
570031,874,2,1,0,0,2,2023052870,2,MIGDAL HAEMEQ
570163,874,3,1,0,0,3,2023048145,3,MIGDAL HAEMEQ
570523,5000,2,1,0,0,2,2023028715,2,TEL AVIV - YAFO
580003,2640,3,1,0,0,3,2023090602,3,ROSH HAAYIN
590053,7900,2,1,0,0,2,2023081883,2,PETAH TIQWA
590062,7900,3,1,0,0,3,2023021362,3,PETAH TIQWA
600003,7100,2,1,0,0,2,2023065105,2,ASHQELON
610005,7800,2,1,0,0,2,2023082352,2,PARDES HANNA-KARKUR
610007,246,2,1,0,0,2,2023052279,2,NETIVOT
610100,246,3,1,0,0,3,2023062927,3,NETIVOT
620062,7900,3,1,0,0,3,2023082957,3,PETAH TIQWA
630001,1031,8,1,0,0,8,2023077503,10,SEDEROT
630001,1139,2,1,0,0,2,2023053348,2,KARMI'EL
630001,9600,3,1,0,0,3,2023082295,3,QIRYAT YAM
640017,1020,2,1,0,0,2,2023029929,2,OR AQIVA
640041,229,2,1,0,2,0,2023083147,4,GANNE TIQWA
640042,229,2,1,0,0,2,2023069804,2,GANNE TIQWA
650002,9500,2,1,0,0,2,2023046861,2,QIRYAT BIALIK
670001,681,2,1,0,0,2,2023028770,2,GIV'AT SHEMU'EL
670001,1200,2,1,0,2,0,2023031262,4,MODI'IN-MAKKABBIM-RE
670003,1139,2,1,0,0,2,2023056284,2,KARMI'EL
670022,7400,3,1,0,0,3,2023021954,3,NETANYA
670059,1031,3,1,0,0,3,2023090286,3,SEDEROT
670178,1031,2,1,0,0,2,2023015919,2,SEDEROT
670189,1031,2,1,0,2,0,2023048919,4,SEDEROT
690001,2400,2,1,0,0,2,2023094077,2,OR YEHUDA
690042,6100,3,1,0,0,3,2023092031,3,BENE BERAQ
690062,7900,2,1,0,0,2,2023029332,2,PETAH TIQWA
710001,8700,2,1,0,0,2,2023071436,2,RA'ANANA
770002,2620,2,1,0,0,2,2023093392,2,QIRYAT ONO
770021,9000,2,1,0,2,0,2023085184,4,BE'ER SHEVA
780135,1200,2,1,0,0,2,2023060670,2,MODI'IN-MAKKABBIM-RE
780143,1200,2,1,0,0,2,2023011294,2,MODI'IN-MAKKABBIM-RE
780201,1200,1,1,0,0,1,2023052227,1,MODI'IN-MAKKABBIM-RE
780258,1200,2,1,0,0,2,2023081838,2,MODI'IN-MAKKABBIM-RE
810042,6100,2,1,0,0,2,2023093253,2,BENE BERAQ
830003,7700,3,1,0,0,3,2023060560,3,AFULA
890006,9100,3,1,0,0,3,2023083034,3,NAHARIYYA
900001,9400,2,1,0,0,2,2023089920,2,YEHUD-MONOSON
910035,7400,2,1,0,2,0,2023012160,4,NETANYA
1030001,9400,2,1,0,2,0,2023045299,4,YEHUD-MONOSON
1070009,6400,2,1,0,0,2,2023029802,2,HERZELIYYA
1080007,6400,2,1,0,0,2,2023094444,2,HERZELIYYA
1160007,6400,3,1,0,0,3,2023009128,3,HERZELIYYA
1180007,6400,4,1,0,0,4,2023008098,4,HERZELIYYA
1230002,8700,2,1,0,0,2,2023085060,2,RA'ANANA
1560002,7100,3,1,0,0,3,2023077179,3,ASHQELON
1560005,9500,2,1,0,0,2,2023019079,2,QIRYAT BIALIK
5313001,5000,3,1,0,0,3,2023011415,3,TEL AVIV - YAFO
7010002,1061,3,1,0,0,3,2023082838,3,NOF HAGALIL
7030002,1061,3,1,0,0,3,2023037527,3,NOF HAGALIL
7040011,9000,3,1,0,0,3,2023036138,3,BE'ER SHEVA
7080022,7400,2,1,0,2,0,2023064936,4,NETANYA
7180051,9000,2,1,0,0,2,2023036285,2,BE'ER SHEVA
7210002,7200,1,1,0,1,0,2023036406,2,NES ZIYYONA
7230000,8400,2,1,0,0,2,2023016120,2,REHOVOT
7230043,9000,3,1,0,0,3,2023091429,3,BE'ER SHEVA
7240001,7200,2,1,0,2,0,2023045878,4,NES ZIYYONA
7240002,8000,2,1,0,0,2,2023079877,2,ZEFAT
7250003,2650,2,1,0,0,2,2023065607,2,RAMAT HASHARON
7260003,2650,2,1,0,0,2,2023029156,2,RAMAT HASHARON
7280000,2630,2,1,0,0,2,2023071235,2,QIRYAT GAT
7280001,8200,3,1,0,0,3,2023044318,3,QIRYAT MOTZKIN
7280007,6900,3,1,0,0,3,2023068051,3,KEFAR SAVA
7310007,6900,2,1,0,0,2,2023092302,2,KEFAR SAVA
7330313,5000,2,1,0,0,2,2023088785,2,TEL AVIV - YAFO
7350001,8200,2,1,0,0,2,2023023138,2,QIRYAT MOTZKIN
7350001,8700,2,1,0,0,2,2023084520,2,RA'ANANA
7400011,9000,2,1,0,0,2,2023006765,2,BE'ER SHEVA
7410004,2800,3,1,0,0,3,2023090266,3,QIRYAT SHEMONA
7420003,8200,4,1,0,0,4,2023038911,4,QIRYAT MOTZKIN
7430215,8600,2,1,0,0,2,2023011623,2,RAMAT GAN
7430317,5000,2,1,0,0,2,2023033133,2,TEL AVIV - YAFO
7440002,7700,2,1,0,0,2,2023017381,2,AFULA
7440317,5000,2,1,0,2,0,2023078253,4,TEL AVIV - YAFO
7450003,2630,4,1,0,0,4,2023016357,4,QIRYAT GAT
7450004,2800,3,1,0,0,3,2023065678,3,QIRYAT SHEMONA
7460003,2620,2,1,0,0,2,2023013812,2,QIRYAT ONO
7470001,2800,2,1,0,2,0,2023028091,4,QIRYAT SHEMONA
7470001,7600,2,1,0,0,2,2023023720,2,AKKO
7480001,2600,2,1,0,0,2,2023069009,2,ELAT
7480001,6700,2,1,0,0,2,2023041958,2,TIBERIAS
7480002,70,2,1,0,0,2,2023044405,2,ASHDOD
7490000,9700,2,1,0,0,2,2023077445,2,HOD HASHARON
7490002,70,3,1,0,0,3,2023020783,3,ASHDOD
7490002,7700,2,1,0,0,2,2023056443,2,AFULA
7490010,6300,2,1,0,0,2,2023050495,2,GIV'ATAYIM
7490011,6200,3,1,0,3,0,2023050855,6,BAT YAM
7500002,2660,2,1,0,0,2,2023008674,2,YAVNE
7500013,6200,2,1,0,0,2,2023045242,2,BAT YAM
7510002,70,2,1,0,2,0,2023008518,4,ASHDOD
7510005,9500,3,1,0,0,3,2023099870,3,QIRYAT BIALIK
7510006,2200,3,1,0,0,3,2023059188,3,DIMONA
7530002,70,3,1,0,0,3,2023062154,3,ASHDOD
7530002,2610,2,1,0,0,2,2023012510,2,BET SHEMESH
7540004,2800,4,1,0,4,0,2023052002,8,QIRYAT SHEMONA
7540007,2610,2,1,0,0,2,2023044580,2,BET SHEMESH
7550119,9400,2,1,0,0,2,2023022880,2,YEHUD-MONOSON
7590004,1061,2,1,0,0,2,2023054000,2,NOF HAGALIL
7600002,6700,4,1,0,0,4,2023024404,4,TIBERIAS
7620005,7600,2,1,0,0,2,2023000059,2,AKKO
7630003,2620,3,1,0,0,3,2023091531,3,QIRYAT ONO
7650002,9100,2,1,0,0,2,2023078638,2,NAHARIYYA
7650004,70,3,1,0,0,3,2023067513,3,ASHDOD
7650013,9000,2,1,0,0,2,2023086322,2,BE'ER SHEVA
7650326,5000,2,1,0,2,0,2023058413,4,TEL AVIV - YAFO
7660001,7600,6,1,0,0,6,2023039199,8,AKKO
7660002,7800,2,1,0,0,2,2023072467,2,PARDES HANNA-KARKUR
7660041,6600,2,1,0,0,2,2023090531,2,HOLON
7670003,2600,2,1,0,0,2,2023020877,2,ELAT
7670010,8300,2,1,0,2,0,2023060686,4,RISHON LEZIYYON
7670023,6200,2,1,0,0,2,2023072332,2,BAT YAM
7680003,2620,2,1,0,2,0,2023092247,4,QIRYAT ONO
7690002,6700,2,1,0,2,0,2023024989,4,TIBERIAS
7690002,8200,2,1,0,0,2,2023096512,2,QIRYAT MOTZKIN
7690005,70,2,1,0,0,2,2023072357,2,ASHDOD
7700331,5000,2,1,0,2,0,2023099879,4,TEL AVIV - YAFO
7710005,70,2,1,0,0,2,2023032446,2,ASHDOD
7720223,8600,2,1,0,0,2,2023090336,2,RAMAT GAN
7730007,6500,2,1,0,0,2,2023000730,2,HADERA
7730014,9000,2,1,0,0,2,2023020999,2,BE'ER SHEVA
7740006,70,2,1,0,0,2,2023097243,2,ASHDOD
7740007,6500,2,1,0,0,2,2023068862,2,HADERA
7740011,6100,4,1,0,4,0,2023079258,8,BENE BERAQ
7750004,6900,2,1,0,0,2,2023097048,2,KEFAR SAVA
7750044,9000,2,1,0,2,0,2023019217,4,BE'ER SHEVA
7750223,4000,2,1,0,0,2,2023099112,2,HAIFA
7760223,4000,2,1,0,0,2,2023044813,2,HAIFA
7770001,2530,1,1,0,0,1,2023054429,1,BE'ER YA'AQOV
7770001,2600,7,1,0,7,0,2023044287,14,ELAT
7770034,6600,3,1,0,0,3,2023015824,3,HOLON
7780001,2630,2,1,0,0,2,2023030921,2,QIRYAT GAT
7780008,2200,2,1,0,2,0,2023090079,4,DIMONA
7780224,4000,3,1,0,0,3,2023068781,3,HAIFA
7790001,1061,2,1,0,0,2,2023045536,2,NOF HAGALIL
7790016,6100,2,1,0,0,2,2023018779,2,BENE BERAQ
7800224,4000,4,1,0,0,4,2023089256,4,HAIFA
7810004,1061,2,1,0,0,2,2023093340,2,NOF HAGALIL
7810011,7400,4,1,0,0,4,2023061692,4,NETANYA
7810031,6200,2,1,0,0,2,2023000040,2,BAT YAM
7810223,8600,2,1,0,2,0,2023032247,4,RAMAT GAN
7820001,2610,2,1,0,0,2,2023027827,2,BET SHEMESH
7820003,1061,2,1,0,0,2,2023038948,2,NOF HAGALIL
7820009,6400,4,1,0,0,4,2023069962,4,HERZELIYYA
7820031,6200,3,1,0,3,0,2023054555,6,BAT YAM
7820041,9000,2,1,0,2,0,2023094496,4,BE'ER SHEVA
7830002,2630,2,1,0,0,2,2023090460,2,QIRYAT GAT
7830005,2600,2,1,0,0,2,2023099835,2,ELAT
7830006,6900,2,1,0,0,2,2023099296,2,KEFAR SAVA
7830011,7400,2,1,2,0,0,2023068444,6,NETANYA
7830100,2530,2,1,0,2,0,2023091116,4,BE'ER YA'AQOV
7850001,9600,2,1,0,0,2,2023033338,2,QIRYAT YAM
7860015,9000,3,1,0,0,3,2023027489,3,BE'ER SHEVA
7860341,5000,2,1,0,2,0,2023078444,4,TEL AVIV - YAFO
7870001,9600,2,1,0,0,2,2023072152,2,QIRYAT YAM
7870002,7800,2,1,0,0,2,2023021675,2,PARDES HANNA-KARKUR
7870004,8000,2,1,0,0,2,2023085735,2,ZEFAT
7870032,6200,2,1,0,0,2,2023004755,2,BAT YAM
7870341,5000,2,1,0,0,2,2023052954,2,TEL AVIV - YAFO
7880004,2610,2,1,0,0,2,2023010037,2,BET SHEMESH
7880014,70,2,1,0,0,2,2023011231,2,ASHDOD
7880015,6100,3,1,0,3,0,2023002330,6,BENE BERAQ
7880032,6200,3,1,0,3,0,2023020396,6,BAT YAM
7890002,7800,2,1,0,0,2,2023016892,2,PARDES HANNA-KARKUR
7890006,9600,2,1,0,0,2,2023067173,2,QIRYAT YAM
7900005,8400,1,1,0,1,0,2023077128,2,REHOVOT
7900041,9000,2,1,0,0,2,2023064358,2,BE'ER SHEVA
7910002,1061,3,1,0,0,3,2023029272,3,NOF HAGALIL
7910213,4000,2,1,0,0,2,2023017822,2,HAIFA
7920001,2610,2,1,0,0,2,2023066997,2,BET SHEMESH
7920008,8300,2,1,0,0,2,2023084607,2,RISHON LEZIYYON
7920032,6200,2,1,0,0,2,2023009303,2,BAT YAM
7930006,9100,2,1,0,2,0,2023031219,4,NAHARIYYA
7940002,7100,3,1,0,0,3,2023034195,3,ASHQELON
7940011,70,2,1,0,0,2,2023080519,2,ASHDOD
7940212,4000,4,1,0,4,0,2023024884,8,HAIFA
7950003,8500,2,1,0,2,0,2023014483,4,RAMLA
7960002,6700,2,1,0,2,0,2023035075,4,TIBERIAS
7960004,6800,2,1,0,0,2,2023006780,2,QIRYAT ATTA
7960006,9100,2,1,0,0,2,2023033094,2,NAHARIYYA
7960008,8300,2,1,0,0,2,2023060982,2,RISHON LEZIYYON
7970002,9700,2,1,0,0,2,2023000731,2,HOD HASHARON
7990009,8300,2,1,0,0,2,2023097935,2,RISHON LEZIYYON
8000002,8700,2,1,0,0,2,2023072674,2,RA'ANANA
8000013,2800,3,1,0,0,3,2023088575,3,QIRYAT SHEMONA
8010004,6300,2,1,0,2,0,2023053404,4,GIV'ATAYIM
8010006,9100,2,1,0,0,2,2023038750,2,NAHARIYYA
8020002,7100,2,1,0,0,2,2023036973,2,ASHQELON
8020003,2640,2,1,0,0,2,2023071039,2,ROSH HAAYIN
8020008,6300,2,1,0,0,2,2023098995,2,GIV'ATAYIM
8020033,6200,3,1,0,0,3,2023059352,3,BAT YAM
8030003,6700,2,1,0,0,2,2023078146,2,TIBERIAS
8030012,7400,2,1,0,0,2,2023078790,2,NETANYA
8030337,5000,2,1,0,0,2,2023054615,2,TEL AVIV - YAFO
8040002,6500,2,1,0,0,2,2023059946,2,HADERA
8040012,7400,2,1,0,0,2,2023086355,2,NETANYA
8040033,6200,2,1,0,0,2,2023053011,2,BAT YAM
8050002,2400,2,1,0,2,0,2023038129,4,OR YEHUDA
8050018,2660,2,1,2,0,0,2023076920,6,YAVNE
8050132,4000,5,1,0,0,5,2023021174,5,HAIFA
8050135,2660,2,1,0,2,0,2023016810,4,YAVNE
8060001,2610,2,1,0,0,2,2023054566,2,BET SHEMESH
8060002,6500,2,1,0,2,0,2023025373,4,HADERA
8070001,2400,2,1,0,0,2,2023076016,2,OR YEHUDA
8080001,1061,3,1,0,0,3,2023009947,3,NOF HAGALIL
8080004,2600,2,1,0,0,2,2023000118,2,ELAT
8080004,7600,3,1,0,0,3,2023068036,3,AKKO
8090003,7700,2,1,0,0,2,2023019483,2,AFULA
8090032,9000,5,1,0,0,5,2023002132,5,BE'ER SHEVA
8120001,2400,2,1,0,0,2,2023036155,2,OR YEHUDA
8120001,8700,3,1,0,0,3,2023009974,3,RA'ANANA
8120051,6600,2,1,0,0,2,2023044827,2,HOLON
8120132,4000,4,1,0,4,0,2023036485,8,HAIFA
8140002,6800,2,1,0,2,0,2023086139,4,QIRYAT ATTA
8140014,70,2,1,0,0,2,2023048451,2,ASHDOD
8140059,2400,2,1,0,0,2,2023012484,2,OR YEHUDA
8140128,2400,6,1,0,0,6,2023059807,8,OR YEHUDA
8150005,7700,2,1,0,0,2,2023067360,2,AFULA
8150009,6300,2,1,0,0,2,2023020918,2,GIV'ATAYIM
8150051,6600,1,1,0,1,0,2023039355,2,HOLON
8160001,7000,6,1,0,0,6,2023048587,8,LOD
8160013,6100,2,1,0,0,2,2023010957,2,BENE BERAQ
8170001,8700,2,1,0,0,2,2023011191,2,RA'ANANA
8170007,2640,2,1,0,0,2,2023061071,2,ROSH HAAYIN
8170007,8400,2,1,0,0,2,2023097845,2,REHOVOT
8180001,2610,2,1,0,0,2,2023045032,2,BET SHEMESH
8180004,2100,2,1,0,0,2,2023095985,2,TIRAT KARMEL
8180011,6300,2,1,0,0,2,2023088993,2,GIV'ATAYIM
8190001,2640,2,1,0,0,2,2023096106,2,ROSH HAAYIN
8190003,7600,2,1,0,0,2,2023083884,2,AKKO
8190009,7100,2,1,0,2,0,2023035507,4,ASHQELON
8190021,7400,2,1,0,0,2,2023064180,2,NETANYA
8190051,6200,2,1,0,0,2,2023078302,2,BAT YAM
8200001,2610,2,1,0,2,0,2023029413,4,BET SHEMESH
8200052,6200,2,1,0,0,2,2023066749,2,BAT YAM
8210001,7000,2,1,2,0,0,2023057458,6,LOD
8210009,7100,2,1,0,2,0,2023044094,4,ASHQELON
8210022,7400,2,1,0,0,2,2023029507,2,NETANYA
8210032,9000,2,1,0,0,2,2023086596,2,BE'ER SHEVA
8220003,2100,2,1,0,0,2,2023019732,2,TIRAT KARMEL
8220006,2640,3,1,0,0,3,2023075095,3,ROSH HAAYIN
8220011,6400,2,1,0,0,2,2023002844,2,HERZELIYYA
8220067,2100,2,1,0,0,2,2023069903,2,TIRAT KARMEL
8220071,2100,2,1,0,0,2,2023070487,2,TIRAT KARMEL
8230004,7700,5,1,0,0,5,2023068080,5,AFULA
8230012,6100,2,1,0,0,2,2023071674,2,BENE BERAQ
8230041,6200,2,1,0,2,0,2023014265,4,BAT YAM
8240014,70,3,1,0,0,3,2023032571,3,ASHDOD
8250010,7100,2,1,0,0,2,2023038780,2,ASHQELON
8260002,6400,3,1,0,0,3,2023081953,3,HERZELIYYA
8260002,7000,2,1,0,2,0,2023056428,4,LOD
8260012,6100,3,1,0,0,3,2023065249,3,BENE BERAQ
8260021,7400,2,1,0,0,2,2023094349,2,NETANYA
8260053,6600,2,1,0,2,0,2023041654,4,HOLON
8270001,2610,2,1,0,0,2,2023016969,2,BET SHEMESH
8270005,6400,2,1,0,2,0,2023038855,4,HERZELIYYA
8270012,2600,2,1,0,0,2,2023053631,2,ELAT
8280004,8500,2,1,0,0,2,2023042746,2,RAMLA
8280008,7100,2,1,0,0,2,2023020386,2,ASHQELON
8300004,6900,2,1,0,0,2,2023083745,2,KEFAR SAVA
8300008,7100,2,1,0,0,2,2023051491,2,ASHQELON
8300214,8600,2,1,0,0,2,2023007195,2,RAMAT GAN
8310001,2600,2,1,0,0,2,2023081026,2,ELAT
8310001,7700,2,1,0,0,2,2023043895,2,AFULA
8310008,2630,2,1,0,0,2,2023056620,2,QIRYAT GAT
8310012,7900,2,1,0,2,0,2023000317,4,PETAH TIQWA
8310018,2610,2,1,0,0,2,2023076350,2,BET SHEMESH
8310021,70,2,1,0,0,2,2023090380,2,ASHDOD
8310184,2610,2,1,0,2,0,2023049121,4,BET SHEMESH
8310195,2610,7,1,0,7,0,2023049130,14,BET SHEMESH
8310213,2610,3,1,0,0,3,2023003497,3,BET SHEMESH
8310214,2610,2,1,0,0,2,2023048981,2,BET SHEMESH
8320031,6100,2,1,0,0,2,2023018463,2,BENE BERAQ
8330001,8700,2,1,0,0,2,2023041084,2,RA'ANANA
8330042,9000,2,1,0,0,2,2023075193,2,BE'ER SHEVA
8330071,70,2,1,0,0,2,2023004647,2,ASHDOD
8340020,1139,2,1,0,2,0,2023032039,4,KARMI'EL
8340106,1139,3,1,0,0,3,2023065446,3,KARMI'EL
8340160,1139,4,1,0,0,4,2023032014,4,KARMI'EL
8340168,1139,2,1,0,0,2,2023095074,2,KARMI'EL
8340197,1139,3,1,0,3,0,2023052224,6,KARMI'EL
8340431,5000,2,1,0,0,2,2023056036,2,TEL AVIV - YAFO
8350001,6500,2,1,2,0,0,2023059645,6,HADERA
8350002,7000,3,1,0,0,3,2023027193,3,LOD
8360001,7700,4,1,0,0,4,2023063889,4,AFULA
8370010,8400,2,1,0,0,2,2023073632,2,REHOVOT
8370184,7700,2,1,0,0,2,2023023502,2,AFULA
8370258,7700,2,1,0,0,2,2023003283,2,AFULA
8380006,2600,2,1,0,0,2,2023036660,2,ELAT
8400001,2640,2,1,0,0,2,2023096268,2,ROSH HAAYIN
8400010,8400,2,1,0,0,2,2023021008,2,REHOVOT
8400034,6600,2,1,0,0,2,2023006336,2,HOLON
8430010,8400,2,1,0,0,2,2023031631,2,REHOVOT
8440005,6300,2,1,0,0,2,2023045647,2,GIV'ATAYIM
8440012,7900,2,1,0,0,2,2023059070,2,PETAH TIQWA
8450001,70,3,1,0,0,3,2023043628,3,ASHDOD
8450001,2600,2,1,0,0,2,2023069314,2,ELAT
8450010,8400,2,1,0,0,2,2023082781,2,REHOVOT
8450021,9000,3,1,0,0,3,2023065857,3,BE'ER SHEVA
8450031,7400,2,1,0,0,2,2023011300,2,NETANYA
8460001,2600,2,1,0,0,2,2023055608,2,ELAT
8460006,7100,3,1,0,3,0,2023009320,6,ASHQELON
8460031,7400,3,1,0,0,3,2023057805,3,NETANYA
8470010,8400,2,1,0,0,2,2023013101,2,REHOVOT
8470012,6200,2,1,0,0,2,2023016206,2,BAT YAM
8470012,7900,3,1,0,0,3,2023056316,3,PETAH TIQWA
8470025,6100,2,1,0,0,2,2023089451,2,BENE BERAQ
8480001,2600,3,1,0,0,3,2023024458,3,ELAT
